Vidrio esmerilado,Consolidación,Otros tejidos pulmonares,Fondo
0.01068115234375,0.0041961669921875,-0.025177001953125,0.0102996826171875
0.006103515625,-0.0194549560546875,0.0553131103515625,-0.041961669921875
-0.000762939453125,0.0,-0.00152587890625,0.002288818359375
0.0095367431640625,0.016021728515625,0.0457763671875,-0.0713348388671875
0.0152587890625,0.0,0.0156402587890625,-0.0308990478515625
-0.0003814697265625,0.0,0.0713348388671875,-0.070953369140625
0.0118255615234375,0.0057220458984375,0.0213623046875,-0.038909912109375
0.0232696533203125,0.006103515625,-0.0034332275390625,-0.02593994140625
0.0217437744140625,-0.009918212890625,-0.0823974609375,0.0705718994140625
-0.0034332275390625,0.009918212890625,0.0545501708984375,-0.06103515625
-0.00152587890625,0.00152587890625,-0.02288818359375,0.02288818359375
0.0019073486328125,-0.0026702880859375,0.0335693359375,-0.032806396484375
0.0030517578125,0.00457763671875,0.022125244140625,-0.029754638671875
-0.006866455078125,0.0,-0.0194549560546875,0.0263214111328125
0.0087738037109375,0.0213623046875,0.0732421875,-0.1064300537109375
0.0,-0.01678466796875,0.011444091796875,0.005340576171875
0.0091552734375,-0.0049591064453125,0.046539306640625,-0.0507354736328125
0.0110626220703125,0.0,-0.0335693359375,0.0225067138671875
0.0080108642578125,-0.008392333984375,0.0568389892578125,-0.05645751953125
-0.01068115234375,0.002288818359375,0.009918212890625,-0.00152587890625
0.0057220458984375,0.0003814697265625,0.0667572021484375,-0.0728607177734375
-0.006866455078125,0.0,0.0606536865234375,-0.0537872314453125
0.0,0.0003814697265625,0.0003814697265625,-0.000762939453125
-0.019073486328125,0.0209808349609375,0.0545501708984375,-0.05645751953125
-0.0064849853515625,-0.0064849853515625,0.0568389892578125,-0.0438690185546875
-0.002288818359375,0.0,-0.1216888427734375,0.1239776611328125
0.003814697265625,-0.0011444091796875,0.0030517578125,-0.0057220458984375
0.008392333984375,-0.000762939453125,-0.0347137451171875,0.0270843505859375
0.01068115234375,-0.0034332275390625,0.02288818359375,-0.0301361083984375
0.009918212890625,0.0,-0.119781494140625,0.10986328125
0.016021728515625,-0.0026702880859375,0.054931640625,-0.0682830810546875
-0.0030517578125,0.000762939453125,0.045013427734375,-0.042724609375
-0.002288818359375,-0.0293731689453125,0.1506805419921875,-0.191497802734375
0.006103515625,0.0,0.15106201171875,-0.15716552734375
0.0,-0.0030517578125,0.101470947265625,-0.098419189453125
-0.00152587890625,-0.0057220458984375,-0.014495849609375,0.0217437744140625
0.003814697265625,-0.003814697265625,0.0518798828125,-0.0518798828125
-0.008392333984375,0.0019073486328125,0.032806396484375,-0.0263214111328125
0.0152587890625,0.017547607421875,0.005340576171875,-0.03814697265625
-0.0030517578125,0.0072479248046875,0.112152099609375,-0.1316070556640625
0.009918212890625,-0.008392333984375,0.0102996826171875,-0.0118255615234375
0.020599365234375,0.0,-0.0278472900390625,0.0072479248046875
-0.020599365234375,0.0,-0.0560760498046875,0.0766754150390625
-0.0030517578125,0.006103515625,0.008392333984375,-0.011444091796875
0.000762939453125,0.0011444091796875,-0.0034332275390625,0.00152587890625
-0.002288818359375,-0.0049591064453125,-0.0019073486328125,0.0091552734375
-0.00152587890625,0.0,0.058746337890625,-0.057220458984375
0.0064849853515625,0.0041961669921875,0.0698089599609375,-0.1247406005859375
0.0,0.0,0.145721435546875,-0.145721435546875
0.0011444091796875,-0.003814697265625,0.01678466796875,-0.0141143798828125
0.0087738037109375,0.00457763671875,-0.0110626220703125,-0.002288818359375
0.0011444091796875,-0.008392333984375,0.023651123046875,-0.0164031982421875
0.0049591064453125,0.002288818359375,0.026702880859375,-0.0339508056640625
0.0026702880859375,-0.0003814697265625,0.0553131103515625,-0.0576019287109375
0.0,-0.0030517578125,0.0141143798828125,-0.0110626220703125
-0.0408172607421875,0.002288818359375,0.1544952392578125,-0.115966796875
0.0095367431640625,0.0110626220703125,0.0072479248046875,-0.0278472900390625
0.003814697265625,-0.000762939453125,-0.0080108642578125,0.0049591064453125
0.03509521484375,-0.0080108642578125,0.01220703125,-0.0392913818359375
0.0152587890625,-0.0019073486328125,-0.0278472900390625,0.014495849609375
0.029754638671875,-0.0011444091796875,-0.0560760498046875,0.0274658203125
-0.0041961669921875,-0.0011444091796875,0.06561279296875,-0.060272216796875
0.0041961669921875,0.0,0.006866455078125,-0.0110626220703125
-0.006866455078125,-0.0064849853515625,0.0396728515625,-0.0263214111328125
0.0,0.0,-0.01983642578125,0.01983642578125
0.0003814697265625,-0.0026702880859375,-0.0026702880859375,0.0049591064453125
-0.0030517578125,0.003814697265625,0.020599365234375,-0.0213623046875
0.0041961669921875,-0.01068115234375,0.0202178955078125,-0.01373291015625
0.01373291015625,-0.002288818359375,0.0217437744140625,-0.0331878662109375
0.0095367431640625,0.014495849609375,0.092315673828125,-0.1163482666015625
0.0110626220703125,-0.0087738037109375,0.054931640625,-0.057220458984375
-0.0209808349609375,0.006866455078125,0.0064849853515625,0.00762939453125
-0.0217437744140625,-0.0194549560546875,0.020599365234375,0.020599365234375
0.0179290771484375,0.0030517578125,-0.0644683837890625,0.043487548828125
-0.00152587890625,-0.005340576171875,0.0148773193359375,-0.0080108642578125
-0.0091552734375,-0.01068115234375,-0.02288818359375,0.042724609375
-0.0125885009765625,0.0240325927734375,0.0659942626953125,-0.0774383544921875
-0.0179290771484375,-0.0102996826171875,0.045013427734375,-0.01678466796875
-0.023651123046875,0.0,-0.09613037109375,0.119781494140625
-0.0091552734375,-0.0030517578125,-0.0213623046875,0.0335693359375
-0.005340576171875,0.000762939453125,-0.0133514404296875,-0.00762939453125
-0.01983642578125,0.0,-0.0041961669921875,0.0240325927734375
-0.00152587890625,-0.0011444091796875,0.0293731689453125,-0.026702880859375
0.0049591064453125,0.0,-0.01373291015625,0.0087738037109375
-0.008392333984375,-0.006866455078125,0.06866455078125,-0.05340576171875
-0.017547607421875,-0.006866455078125,0.0049591064453125,0.0194549560546875
0.006866455078125,0.003814697265625,-0.0934600830078125,0.0827789306640625
0.002288818359375,-0.00762939453125,0.0732421875,-0.067901611328125
0.0186920166015625,0.00152587890625,0.0186920166015625,-0.038909912109375
0.0057220458984375,0.0,0.0019073486328125,-0.00762939453125
0.022125244140625,-0.00152587890625,0.08087158203125,-0.101470947265625
0.0072479248046875,0.0,-0.0102996826171875,0.0030517578125
0.0030517578125,0.0102996826171875,0.0152587890625,-0.0286102294921875
0.008392333984375,0.0,-0.0148773193359375,0.0064849853515625
0.0034332275390625,-0.0011444091796875,-0.0949859619140625,0.058746337890625
-0.016021728515625,-0.0041961669921875,0.022125244140625,-0.0019073486328125
-0.0125885009765625,0.0,0.006866455078125,0.0057220458984375
0.0030517578125,0.0041961669921875,0.1773834228515625,-0.18463134765625
-0.0091552734375,0.0,0.083160400390625,-0.074005126953125
0.00457763671875,-0.003814697265625,0.0576019287109375,-0.0583648681640625
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000762939453125,-0.000762939453125
0.0,0.0,0.0064849853515625,-0.0064849853515625
0.0,0.0,0.002288818359375,-0.002288818359375
0.0041961669921875,0.0,-0.0019073486328125,-0.002288818359375
0.000762939453125,0.0,-0.011444091796875,0.01068115234375
-0.0030517578125,0.0003814697265625,-0.002288818359375,0.0049591064453125
-0.000762939453125,0.00152587890625,0.0064849853515625,-0.008392333984375
-0.0102996826171875,0.0030517578125,-0.02593994140625,0.0331878662109375
-0.00152587890625,0.00152587890625,0.01220703125,-0.03509521484375
0.0,-0.0019073486328125,-0.0125885009765625,0.014495849609375
0.008392333984375,-0.0026702880859375,-0.02593994140625,0.0202178955078125
-0.0049591064453125,0.0,0.0087738037109375,-0.0041961669921875
0.0034332275390625,0.0011444091796875,0.000762939453125,-0.118255615234375
-0.005340576171875,0.0003814697265625,0.01983642578125,-0.0148773193359375
-0.002288818359375,0.0011444091796875,0.0202178955078125,-0.0232696533203125
0.01068115234375,-0.01220703125,0.000762939453125,-0.01678466796875
-0.0019073486328125,-0.0080108642578125,0.0095367431640625,-0.00152587890625
-0.0034332275390625,0.0,-0.00762939453125,0.009918212890625
0.016021728515625,-0.0026702880859375,-0.006866455078125,-0.014495849609375
0.01220703125,0.0019073486328125,0.0003814697265625,-0.014495849609375
0.01373291015625,-0.0030517578125,0.02593994140625,-0.03662109375
0.0003814697265625,-0.000762939453125,0.0244140625,-0.0240325927734375
0.006866455078125,0.0,0.0213623046875,-0.0308990478515625
-0.0164031982421875,0.0034332275390625,0.023651123046875,-0.01068115234375
-0.0030517578125,0.01068115234375,-0.0091552734375,-0.000762939453125
-0.000762939453125,0.002288818359375,0.0202178955078125,-0.0766754150390625
0.0164031982421875,-0.0019073486328125,-0.020599365234375,0.0041961669921875
0.0125885009765625,0.0019073486328125,-0.0152587890625,-0.0072479248046875
-0.0034332275390625,-0.002288818359375,0.052642822265625,-0.0499725341796875
-0.0041961669921875,0.0,-0.0247955322265625,0.0087738037109375
0.0011444091796875,0.0,0.002288818359375,-0.0034332275390625
-0.00152587890625,0.0,0.00457763671875,-0.0030517578125
0.0034332275390625,0.0,0.0057220458984375,-0.019073486328125
0.0041961669921875,0.0,0.0148773193359375,-0.019073486328125
0.0087738037109375,0.0,0.01983642578125,-0.02899169921875
-0.0072479248046875,0.0,0.005340576171875,0.0019073486328125
0.0,0.0,0.0152587890625,-0.0152587890625
-0.00457763671875,0.0,0.0080108642578125,-0.0034332275390625
0.0041961669921875,0.0,0.0026702880859375,-0.0072479248046875
0.0003814697265625,0.0,0.016021728515625,-0.018310546875
-0.00152587890625,0.0,-0.0141143798828125,0.0156402587890625
0.0,0.0,0.025177001953125,-0.025177001953125
0.0,0.0,0.0091552734375,-0.0091552734375
0.0,0.0,-0.0034332275390625,0.0034332275390625
0.0,0.0,-0.002288818359375,0.002288818359375
0.0,0.0,-0.0041961669921875,0.0041961669921875
0.0,0.0,0.006866455078125,-0.006866455078125
0.0,0.0,0.017547607421875,-0.017547607421875
-0.0003814697265625,0.0,0.037384033203125,-0.0370025634765625
0.0003814697265625,0.0,0.0102996826171875,-0.01068115234375
-0.002288818359375,0.0,0.02899169921875,-0.0274658203125
0.000762939453125,0.0,-0.005340576171875,0.0026702880859375
0.000762939453125,0.0,0.008392333984375,-0.022125244140625
0.003814697265625,0.0,-0.0011444091796875,-0.00457763671875
-0.002288818359375,0.0,-0.00152587890625,-0.0019073486328125
0.0,0.0,0.0026702880859375,-0.0026702880859375
0.0,0.0,0.000762939453125,-0.000762939453125
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
